Cat.,Zaneen Model #,Series,Description, CAD MSRP  ,USD MSRP 
D,D4-2041GLF,SWING,Surface Ceiling -18W LED - 120V - 3000K - Gold Leaf,954.00,768.00
D,D4-2041SLF,SWING,Surface Ceiling -18W LED - 120V - 3000K - Silver Leaf,954.00,768.00
D,D4-2041RUS,SWING,Surface Ceiling -18W LED - 120V - 3000K - Rust,1004.00,810.00
D,D4-2041GSR,SWING,Surface Ceiling -18W LED - 120V - 3000K - Gold Silver,954.00,768.00
D,D4-2041CSR,SWING,Surface Ceiling -18W LED - 120V - 3000K - Copper Silver,954.00,768.00
D,D4-2035WHI,SWING,Surface Ceiling -27W LED - 120V - 3000K - White,1190.00,956.00
D,D4-2035BLA,SWING,Surface Ceiling -27W LED - 120V - 3000K - Black,1190.00,956.00
D,D4-2035GRY,SWING,Surface Ceiling -27W LED - 120V - 3000K - Gray,1190.00,956.00
D,D4-2035MOK,SWING,Surface Ceiling -27W LED - 120V - 3000K - Moka,1190.00,956.00
D,D4-2035DGY,SWING,Surface Ceiling -27W LED - 120V - 3000K - Dove Gray,1190.00,956.00
D,D4-2035GLF,SWING,Surface Ceiling -27W LED - 120V - 3000K - Gold Leaf,1306.00,1052.00
D,D4-2035SLF,SWING,Surface Ceiling -27W LED - 120V - 3000K - Silver Leaf,1306.00,1052.00
D,D4-2035RUS,SWING,Surface Ceiling -27W LED - 120V - 3000K - Rust,1416.00,1140.00
D,D4-2035GSR,SWING,Surface Ceiling -27W LED - 120V - 3000K - Gold Silver,1306.00,1052.00
D,D4-2035CSR,SWING,Surface Ceiling -27W LED - 120V - 3000K - Copper Silver,1306.00,1052.00
D,D4-2042WHI,SWING,Surface Ceiling -36W LED - 120V - 3000K - White,1568.00,1262.00
D,D4-2042BLA,SWING,Surface Ceiling -36W LED - 120V - 3000K - Black,1568.00,1262.00
D,D4-2042GRY,SWING,Surface Ceiling -36W LED - 120V - 3000K - Gray,1568.00,1260.00
D,D4-2042MOK,SWING,Surface Ceiling -36W LED - 120V - 3000K - Moka,1568.00,1262.00
D,D4-2042DGY,SWING,Surface Ceiling -36W LED - 120V - 3000K - Dove Gray,1568.00,1262.00
D,D4-2042GLF,SWING,Surface Ceiling -36W LED - 120V - 3000K - Gold Leaf,1802.00,1450.00
D,D4-2042SLF,SWING,Surface Ceiling -36W LED - 120V - 3000K - Silver Leaf,1802.00,1450.00
D,D4-2042RUS,SWING,Surface Ceiling -36W LED - 120V - 3000K - Rust,1874.00,1508.00
D,D4-2042GSR,SWING,Surface Ceiling -36W LED - 120V - 3000K - Gold Silver,1802.00,1450.00
D,D4-2042CSR,SWING,Surface Ceiling -36W LED - 120V - 3000K - Copper Silver,1802.00,1450.00
D,D4-1031WHI,GIUUP,Suspension -70cm -40W LED -120V -3000K - White,1410.00,1130.00
D,D4-1031BLA,GIUUP,Suspension -70cm -40W LED -120V -3000K - Black,1410.00,1130.00
D,D4-1031DGR,GIUUP,Suspension -70cm -40W LED -120V -3000K - Dove Gray,1410.00,1130.00
D,D4-1039WHI,GIUUP,Suspension -90cm -40W LED -120V -3000K - White,1480.00,1186.00
D,D4-1039BLA,GIUUP,Suspension -90cm -40W LED -120V -3000K - Black,1480.00,1186.00
D,D4-1039DGY,GIUUP,Suspension -90cm -40W LED -120V -3000K - Dove Gray,1480.00,1186.00
D,D4-1040WHI,GIUUP,Suspension -50cm -40W LED -120V -3000K - White,1356.00,1090.00
D,D4-1040BLA,GIUUP,Suspension -50cm -40W LED -120V -3000K - Black,1356.00,1090.00
D,D4-1040DGY,GIUUP,Suspension -50cm -40W LED -120V -3000K - Dove Gray,1356.00,1090.00
D,D4-3028WHI,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - White,942.00,758.00
D,D4-3028BLA,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Black,942.00,758.00
D,D4-3028DGY,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Dove Gray,942.00,758.00
D,D4-3032WHI,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - White,1212.00,976.00
D,D4-3032BLA,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Black,1212.00,976.00
D,D4-3032DGY,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Dove Gray,1212.00,976.00
D,D4-3033WHI,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - White,934.00,752.00
D,D4-3033BLA,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Black,934.00,752.00
D,D4-3033DGY,GIUUP,Surface Wall  - 20W LED - 120 - 3000K - Dove Gray,934.00,752.00
D,D4-3029WHI,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - White,1206.00,972.00
D,D4-3029BLK,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Black,1206.00,972.00
D,D4-3029DRY,GIUUP,Surface Wall  - 40W LED - 120 - 3000K - Dove Gray,1206.00,972.00
D,D4-3034WHI,GIUUP,Surface Wall  -2 Light - 40W LED - 120 - 3000K - White,1840.00,1482.00
D,D4-3034BLA,GIUUP,Surface Wall  -2 Light - 40W LED - 120 - 3000K - Black,1840.00,1482.00
D,D4-3034DGY,GIUUP,Surface Wall  -2 Light - 40W LED - 120 - 3000K - Dove Gray,1840.00,1482.00
D,D4-3035WHI,GIUUP,Surface Wall  -2 Light - 80W LED - 120 - 3000K - White,2366.00,1906.00
D,D4-3035BLA,GIUUP,Surface Wall  -2 Light - 80W LED - 120 - 3000K - Black,2366.00,1906.00
D,D4-3035DGY,GIUUP,Surface Wall  -2 Light - 80W LED - 120 - 3000K - Dove Gray,2366.00,1906.00
